"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0005694","CC","GO:0005694","chromosome",413,0.167030084438336,1.72188763071835,0.000123638487027517,0.014453541819561,0.0136461046251596,1520,"tags=63%, list=49%, signal=37%","HPF1/PRKAA1/GPATCH11/CENPE/POT1/BRCA2/POLE2/MIS18BP1/ZFY/HSF2/RNF2/ANP32E/NABP1/GTPBP10/C14orf39/MTBP/PPP4R2/NBN/THAP5/KIF18A/ATAD5/RIF1/AUNIP/PARPBP/SMARCE1/CDK1/KRR1/DNA2/TTK/RNF138/PRIM1/CSNK2B/YEATS4/MPHOSPH10/ING3/UBE2B/SGO2/PRIM2/ICE2/PCGF5/SYCP2/FANCM/HAT1/KNL1/STAG2/KANSL1L/RECQL/NUF2/ORC5/MBIP/ZBTB33/UCHL5/MIS12/SKA1/CDC73/ORC4/CENPC/CHMP2B/EPC2/CHD1/DEK/RAD17/MBTD1/SP3/EED/SLF1/THOC1/FOXN2/SMC5/NDC80/MMS22L/SMARCAD1/NR2C1/SMC2/LIG4/DHX36/RAD51AP1/ORC2/SMCHD1/FANCL/ZC3H8/NFYB/SP4/SUMO1/ARID4A/UHRF2/SUGT1/HMGB1/AGO3/ZHX1/BRIX1/MRE11/SIRT1/DDX21/USP44/HELLS/SMC3/PPP1CB/ASF1A/ESCO2/PHF6/POLK/ATRX/UFL1/TOP2A/ACTR2/CENPI/SSB/EIF3E/LLPH/NUCKS1/QSER1/STAG1/ELK4/DSCC1/PDS5B/ZW10/SUV39H2/SMC6/ZGRF1/INO80D/JMJD1C/NIPBL/NEDD4/ZNF711/KIFAP3/ERCC6L/SUZ12/CENPF/SMC4/DNTTIP2/FAM111B/WDR76/THOC2/RPF2/PRPF4B/PUM3/CHAMP1/TOPBP1/GABPA/CHEK1/SETX/RMI1/RFC1/BUB1B/PPP2CA/TEAD1/THOC7/PHF20L1/SKA2/SMAD5/PHF14/CENPU/PPP4R3B/NEIL3/DHX9/RB1/PPP1CC/CUL5/CREB1/KLF12/AEBP2/SLF2/ZWILCH/MBD2/EXOSC9/SMAD2/ORC3/ESCO1/SGO1/NUSAP1/XRCC5/UTP6/BLM/SKA3/XPO1/SHPRH/CBX3/HMGB3/ZNF207/TARDBP/HDAC2/CSNK2A2/ATR/KIF4A/BOD1L1/WRN/NCAPG/MGA/SUPT20H/RBBP8/DDX18/MORC3/BAZ1A/CEBPG/PHF10/POLR2B/RFC3/CLASP2/POLD3/SMARCA5/MAP3K7/ACTL6A/TMPO/WAPL/PWP1/NCAPH/ACTR3/BACH1/MCM8/EZH2/BUB1/ATF2/PPHLN1/RBMX/AHCTF1/HNRNPA2B1/STAT1/ATF6/RORB/PPP1R12A/TET1/FANCI/ZFR/MED1/DYNC1LI2/PPP2R5C/PAWR/RSL1D1/UBR2/BRD7/ATM/PTGES3/TPR/NAP1L1/WDHD1/CPSF6/SRPK1/NFE2L2/RBBP4/CBX5/UBE2A/LRPPRC/MLH1/TOP1/SETD2/RBL2/NUP107/RFX7/BRCA1/ELF1/PDS5A/GNL3/DDI2/DTL/RAD18/PBRM1/RAD21/FAM111A"
"GO:1990234","CC","GO:1990234","transferase complex",230,0.203645795069328,1.8891395557677,0.000139896436070726,0.0160903465422637,0.0151914703753542,1262,"tags=54%, list=41%, signal=35%","PRKAA1/TAF13/CCNE2/BRCA2/PRKAA2/DBF4/POLE2/BRCC3/RNF2/KLHL8/MED6/GLMN/PGGT1B/GTF2A1/CDK6/METTL4/SOCS4/CDK1/PIK3CA/POLR2M/PRIM1/CSNK2B/PIGA/YEATS4/ING3/TRMT10C/UBE2B/UBE2V1/RABGGTB/PRIM2/CHML/PCGF5/CCNH/CBLL1/KANSL1L/MBIP/GTF2H3/DCUN1D1/ANAPC4/CDC73/EEA1/PCMTD1/CHM/DCUN1D4/EPC2/MBTD1/EED/KBTBD8/SLF1/SOCS6/SMC5/CCNC/ORMDL1/TENT2/SPTSSA/REV3L/UBE2V2/SMURF2/SUGT1/UBR3/FBXL3/MAGT1/PRKCI/TOPORS/PRKACB/POLR3G/DCAF17/MKLN1/TCEA1/NAA16/SKP1/SMC6/KLHDC10/GAN/MED21/NEDD4/SUZ12/CUL2/PHC3/FBXO38/CDC27/NAA15/CAND1/DLD/BUB1B/USP33/WWP1/CCNT2/GTF2F2/PHF20L1/CUL5/AEBP2/GTF2H1/PIK3C2A/SLF2/BARD1/UBR1/ZC3H13/XRCC5/TEX10/USP47/RNF19A/HDAC2/CSNK2A2/CCNA2/RB1CC1/BOD1L1/CHUK/METTL14/MGA/UBE2E1/SUPT20H/NAA25/UBE4A/AZI2/DCAF13/CCNL1/SNRPD1/POLR2B/RANBP2/POLD3/CCNT1/MAP3K7/ACTL6A/UTY"
"GO:0006575","BP","GO:0006575","cellular modified amino acid metabolic process",18,-0.589337844108299,-2.37340936918297,0.000161447919977743,0.0177120787286352,0.0167226056061157,278,"tags=44%, list=9%, signal=41%","GAMT/SARDH/CRAT/CKB/TPO/SLC27A1/SLC6A8/DUOX1"
"GO:0000082","BP","GO:0000082","G1/S transition of mitotic cell cycle",67,0.318315605023558,2.16516698063794,0.000160885023232468,0.0177120787286352,0.0167226056061157,1515,"tags=76%, list=49%, signal=40%","CCNE2/DBF4/MTBP/CDK6/SMARCE1/CDK1/SASS6/USP37/PLRG1/CCNH/PPP6C/CDC73/EIF4E/RRM2/BCAT1/KIF14/CDKN3/MDM2/LATS1/NPAT/CDC7/PKD2/CUL2/STIL/ANXA1/PIAS1/PPP2CA/RDX/RB1/CUL5/ITGB1/APPL1/CCNA2/ZNF655/RBBP8/RPS6KB1/PHF10/ACTL6A/BACH1/EZH2/CDC6/ADAM17/RRM1/DLG1/BRD7/ATM/DDX3X/CACUL1/RBL2/PTEN/PBRM1"
"GO:0048285","BP","GO:0048285","organelle fission",127,0.252223453220098,2.05356594188172,0.000156588772157517,0.0177120787286352,0.0167226056061157,1299,"tags=61%, list=42%, signal=37%","GEN1/CENPE/REEP3/CCNE2/BRCA2/KIF20B/C14orf39/MZT1/MTBP/KIF18A/CDK1/TTK/UBE2B/DLGAP5/SYCP2/FANCM/KNL1/STAG2/MASTL/NUF2/MIS12/ORC4/BRIP1/CENPC/CHMP2B/PHIP/ASPM/CEP97/NDC80/SMC2/ABRAXAS1/RAD51AP1/OPA1/NDC1/KIF14/MRE11/USP44/SMC3/DNM1L/VPS35/TOP2A/CEP192/ACTR2/CENPI/UBXN2B/STAG1/ZW10/NIPBL/CENPF/SMC4/TMEM135/CHAMP1/CHEK1/RMI1/BUB1B/KIF11/EML4/RB1/CDC42/ZWILCH/RAB11A/SGO1/NUSAP1/ZNF207/KIF4A/NCAPG/ANLN/RALA/SLC25A46/DCAF13/BROX/KIF23/CLASP2/SMARCA5/WAPL/NCAPH/ACTR3/BUB1"
"GO:1901988","BP","GO:1901988","negative regulation of cell cycle phase transition",78,0.298497227692683,2.14003314557462,0.000178386300686078,0.0192738289423095,0.0181971097159196,1561,"tags=78%, list=51%, signal=40%","GEN1/BRCA2/BRCC3/NABP1/MBTPS2/NBN/CDK1/DNA2/TTK/KNL1/NUF2/CDC73/BRIP1/RAD17/THOC1/NDC80/ABRAXAS1/TIPRL/CDC5L/MRE11/USP44/UFL1/MDM2/ZW10/PKD2/CENPF/WDR76/TOPBP1/CHEK1/BUB1B/RB1/CLSPN/ZWILCH/BARD1/MAP3K20/TAOK1/BLM/USP47/ZNF207/ATR/ZNF655/RBBP8/EZH2/BUB1/ATF2/FEM1B/CDC6/PTPN11/DLG1/BRD7/ATM/TPR/NAE1/RBL2/BRCA1/PTEN/DTL/RAD21/SLFN11/DDX39B/KNTC1"
"GO:0000228","CC","GO:0000228","nuclear chromosome",65,0.336688377171705,2.29322471602664,0.000189337183222928,0.0198553449053338,0.0187461396887593,1528,"tags=80%, list=49%, signal=41%","BRCA2/POLE2/ANP32E/C14orf39/SMARCE1/PRIM1/ING3/PRIM2/SYCP2/ORC5/UCHL5/ORC4/CHD1/MMS22L/SMARCAD1/SMC2/ORC2/SMCHD1/ARID4A/AGO3/SMC3/ATRX/TOP2A/INO80D/KIFAP3/SMC4/TOPBP1/CHEK1/SETX/DHX9/EXOSC9/ORC3/BLM/TARDBP/HDAC2/NCAPG/BAZ1A/POLD3/SMARCA5/ACTL6A/NCAPH/TET1/WDHD1/CPSF6/RBBP4/LRPPRC/MLH1/TOP1/BRCA1/PBRM1/RAD21/OGT"
"GO:0004620","MF","GO:0004620","phospholipase activity",13,-0.625964404347097,-2.22200174641986,0.000188857525689401,0.0198553449053338,0.0187461396887593,186,"tags=54%, list=6%, signal=51%","PLCD3/PNPLA2/GDPD3/SMPD3/PLCD1/PNPLA7/SMPD1"
"GO:0044843","BP","GO:0044843","cell cycle G1/S phase transition",69,0.316330224438072,2.16673920528369,0.000195235537840465,0.0201771684107298,0.0190499847448911,1515,"tags=75%, list=49%, signal=39%","CCNE2/DBF4/STXBP4/MTBP/CDK6/SMARCE1/CDK1/SASS6/USP37/PLRG1/CCNH/PPP6C/CDC73/EIF4E/RRM2/BCAT1/KIF14/CDKN3/MDM2/LATS1/NPAT/CDC7/PKD2/CUL2/STIL/ANXA1/PIAS1/PPP2CA/RDX/RB1/CUL5/ITGB1/APPL1/CCNA2/ZNF655/RBBP8/RPS6KB1/PHF10/ACTL6A/BACH1/EZH2/CDC6/ADAM17/RRM1/DLG1/BRD7/ATM/DDX3X/CACUL1/RBL2/PTEN/PBRM1"
"GO:0018342","BP","GO:0018342","protein prenylation",5,0.842463533225284,2.13535591980576,0.000240498380153967,0.0240357128930788,0.0226929742878214,491,"tags=100%, list=16%, signal=84%","PGGT1B/RABGGTB/CHML/CHM/PTAR1"
"GO:0097354","BP","GO:0097354","prenylation",5,0.842463533225284,2.13535591980576,0.000240498380153967,0.0240357128930788,0.0226929742878214,491,"tags=100%, list=16%, signal=84%","PGGT1B/RABGGTB/CHML/CHM/PTAR1"
"GO:0019219","BP","GO:0019219","regulation of nucleobase-containing compound metabolic process",770,0.140030267988391,1.50648389211589,0.000242682839475764,0.0240357128930788,0.0226929742878214,877,"tags=34%, list=28%, signal=32%","ZNF850/ZNF140/ZNF566/DEPDC1/ZBTB6/PRKAA1/ZNF583/ZNF85/POT1/ZMPSTE24/ZNF14/TAF13/ZNF100/ZNF117/ZNF92/BRCA2/CASP8AP2/DBF4/ZNF567/MYSM1/MOSPD1/BRCC3/ZNF326/ZNF181/ZFY/HSF2/RNF2/MIER3/ZNF480/ANKRD49/C14orf39/ZNF280C/CWC22/ZNF605/MBTPS2/MED6/PPP4R2/ZNF518A/NBN/THAP5/ATAD5/LARP7/ZNF37A/RIF1/GTF2A1/TAF1D/BCLAF1/LCORL/CDK6/METTL4/AUNIP/PARPBP/PARP15/SMARCE1/CDK1/ZFP1/PSMA6/DNA2/ZNF525/PTBP3/POLR2M/SGK3/PKIA/ZNF107/USP37/ZNF182/ZNF708/YEATS4/NEK7/RIOK2/SUB1/ZNF569/CARF/ZNF254/ING3/ZNF44/BCLAF3/UBE2B/UTP15/ZNF721/RTKN2/ZNF678/UBE2V1/PRIM2/ICE2/PCGF5/N4BP2L2/ZBTB41/ZNF551/CCNH/CKAP2/ZNF714/ZNF782/STK3/ZNF680/ORC5/MBIP/GTF2H3/ZBTB33/UCHL5/DMTF1/ZNF267/ZNF669/IKZF2/CDC73/ABCE1/ZNF146/BRIP1/ZNF148/CTDSPL2/MIER1/TDG/SYNCRIP/ZNF644/PHIP/CCDC88A/EIF2AK2/EPC2/CHD1/COPS2/DEK/RAD17/PSMC6/MBTD1/SP3/HNRNPH2/EED/SLF1/RBM25/TRIP11/SCML2/ZNF431/ZNF510/THOC1/ZNF273/FOXN2/SMC5/ZNF430/CCNC/CLK4/SMARCAD1/TBL1XR1/TIGAR/NR2C1/ZNF654/ZFP91/IKZF5/RBMXL1/RFXAP/ABRAXAS1/TENT2/CNOT6/ZNF24/ZNF738/ZNF136/ATAD2/DHX36/RPS6KA3/RAD51AP1/DDX20/CDC5L/ORC2/ZNF81/SMCHD1/UBE2V2/SMURF2/ZC3H8/ZNF33B/NFYB/SP4/SUMO1/ARID4A/CGGBP1/TIA1/HMGB1/ZHX1/TRUB1/MRE11/ZNF43/ZFP14/SIRT1/PTBP2/DDX21/PRKCI/BAG4/SMC3/MCPH1/SOS1/DICER1/TOPORS/TTC21B/ESCO2/DNM1L/ZNF562/PHF6/POLR3G/ATRX/CCDC117/UFL1/IREB2/NOL11/TOP2A/ZNF26/CNOT7/NCBP2/ITCH/TCEA1/IFI16/ACTR2/ZNF184/ZBTB14/MDM2/NAA16/NPAT/ZNF891/CEBPZ/ERBIN/RC3H1/USP1/IKZF3/SRSF10/RBM3/PAXBP1/PPP3CB/NUCKS1/ELK4/CEP290/DSCC1/ZNF138/XRN1/CDC7/ZNF121/TFAM/SUV39H2/SMC6/RPAP2/ZNF286A/NMD3/SCAI/INO80D/ZNF302/JMJD1C/GABPB2/MYNN/NIPBL/PNPT1/ZNF761/PICALM/ZNF770/ELP4/MED21/PKD2/RBM4/RAP2C/RBAK/ZNF711/SUZ12/CENPF/TUT4/GCFC2"
"GO:0035861","CC","GO:0035861","site of double-strand break",27,0.454608274057629,2.29999289397306,0.000272215478361574,0.0265913503588545,0.0251058428204848,806,"tags=63%, list=26%, signal=47%","NABP1/NBN/RIF1/RNF138/MBTD1/SLF1/SMC5/MMS22L/SMARCAD1/SMCHD1/MRE11/ASF1A/ESCO2/UFL1/ACTR2/SMC6/ZGRF1"
"GO:0005520","MF","GO:0005520","insulin-like growth factor binding",3,-0.952380952380952,-1.93104624268117,0.000287030641427892,0.0276596689732743,0.0261144805486884,151,"tags=100%, list=5%, signal=95%","IGFBPL1/IGFBP2"
"GO:0033365","BP","GO:0033365","protein localization to organelle",243,0.193689482629053,1.8166483233539,0.000303124290484217,0.0284418330979335,0.0268529496113165,1544,"tags=67%, list=50%, signal=36%","IFT80/CNTLN/PRKAA1/POT1/BRCA2/ARL6/PRKAA2/KIF20B/ARL5B/ZFYVE16/DNAJC15/MTBP/SRP9/LARP7/KPNA5/ARL5A/BCAP29/CDK1/TTK/UFM1/PKIA/CCDC66/LMBRD1/TNPO1/PLRG1/ECT2/STAM2/KNL1/LZTFL1/STK3/SEC62/RAP1A/CCDC88A/MFSD1/SLF1/GCC2/SMC5/TBC1D32/MMS22L/CEP83/PEX1/VPS13A/SNX10/SUMO1/TIA1/BAG4/MCPH1/TOPORS/TTC21B/ESCO2/DNM1L/ATRX/VPS35/CEP192/LMAN1/MDM2/UBXN2B/LATS1/SSB/NUP58/GNPTAB/PPP3CB/IPO7/ZW10/SKP1/NMD3/SSR3/TOR1AIP1/NIPBL/NEDD4/VPS36/SPCS3/VPS8/STIL/RPF2/CHAMP1/LAMP2/INTS13/CCDC14/BUB1B/RDX/KPNA3/SEC63/ARL1/DHX9/RB1/ADAM10/ARF4/SLF2/ZWILCH/BARD1/RAB11A/NUP54/VRK1/VPS13C/TRAM1/XRCC5/RAB8B/AP3M1/NPM1/ROCK2/APPL1/OSBPL8/XPO1/TARDBP/AKAP11/CSNK2A2/KPNA1/ATR/WRN/STK4/YWHAZ/CSE1L/HSP90AA1/RALA/MORC3/DDX1/TMED2/RANBP2/KPNA4/WAPL/CD2AP/PCM1/MCM8/EZH2/CCDC47/TIMM10B/ATF2/PPHLN1/NF1/PIK3R1/SRP72/UBE2D3/TMCO1/SRP54/MED1/VPS41/DLG1/CEP350/GOLGB1/MAPRE1/TBRG1/DDX3X/TPR/DNAJA1/MAPK8/TOMM70/ARF6/SETD2/C2CD3/NUP107/GNL3/MAPRE2/USP9X/RAD21/GDI2/RABEP1/TOR1AIP2/OGT/KPNA2/KPNB1/PIKFYVE"
"GO:0140535","CC","GO:0140535","intracellular protein-containing complex",240,0.192078112871719,1.80098717774333,0.000299724910080327,0.0284418330979335,0.0268529496113165,1024,"tags=43%, list=33%, signal=31%","EEF1E1/TSNAX/PRKAA1/TAF13/MOCS2/BRCA2/PRKAA2/POLE2/BRCC3/ZNF326/RNF2/KLHL8/BLOC1S6/MED6/GLMN/PGGT1B/GTF2A1/FAM98B/EIF4E3/PSMA6/POLR2M/PRIM1/CSNK2B/YEATS4/ING3/TRMT10C/UBE2B/UBE2V1/ECT2/PRIM2/PCGF5/TRAPPC6B/CCNH/CBLL1/KANSL1L/MBIP/GTF2H3/DCUN1D1/UCHL5/ANAPC4/CDC73/PCMTD1/RAP1A/SYNCRIP/DCUN1D4/AIMP1/EPC2/PSMC6/MBTD1/KBTBD8/LAMTOR3/EIF4E/CEP83/TENT2/LIG4/CNOT6/REV3L/UBE2V2/SMURF2/TRAPPC13/SUGT1/UBR3/AGO3/FBXL3/DICER1/TOPORS/PRKACB/POLR3G/DCAF17/CNOT7/NCBP2/MKLN1/TCEA1/NAA16/PPP3CB/SKP1/RICTOR/RPAP3/KLHDC10/TRAPPC8/USP14/ELP4/GAN/MED21/NEDD4/BLOC1S2/PSMD12/CENPF/CUL2/PHC3/FBXO38/CDC27/NAA15/PSMD14/CAND1/BUB1B/USP33/WWP1/GTF2F2/PHF20L1/DHX9/CUL5/CEP170/GTF2H1"
"GO:0007127","BP","GO:0007127","meiosis I",22,0.504383592500724,2.34655984884846,0.000329543314259432,0.0290120169627656,0.0273912805458522,696,"tags=59%, list=23%, signal=46%","CCNE2/BRCA2/C14orf39/UBE2B/SYCP2/FANCM/BRIP1/CENPC/NDC80/RAD51AP1/NDC1/MRE11/TOP2A"
"GO:0061982","BP","GO:0061982","meiosis I cell cycle process",22,0.504383592500724,2.34655984884846,0.000329543314259432,0.0290120169627656,0.0273912805458522,696,"tags=59%, list=23%, signal=46%","CCNE2/BRCA2/C14orf39/UBE2B/SYCP2/FANCM/BRIP1/CENPC/NDC80/RAD51AP1/NDC1/MRE11/TOP2A"
"GO:0016298","MF","GO:0016298","lipase activity",16,-0.603670730215946,-2.28979727559984,0.000321682075229322,0.0290120169627656,0.0273912805458522,431,"tags=56%, list=14%, signal=49%","ABHD15/PLCD3/PNPLA2/LIPE/GDPD3/SMPD3/PLCD1/PNPLA7/SMPD1"
"GO:0009395","BP","GO:0009395","phospholipid catabolic process",6,-0.824764300135643,-2.15929603438725,0.00032096563071028,0.0290120169627656,0.0273912805458522,131,"tags=67%, list=4%, signal=64%","GDPD3/SMPD3/PNPLA7/SMPD1"
"GO:0009887","BP","GO:0009887","animal organ morphogenesis",125,-0.285475300916018,-2.01843371273733,0.000325823765469556,0.0290120169627656,0.0273912805458522,918,"tags=46%, list=30%, signal=34%","GAA/SLC39A3/CAPN1/FZD1/TAB1/RARA/BCR/PLXNA1/MAP2K2/PPP1R13L/SAPCD2/PLXND1/DVL1/SMARCD3/ATG9A/TLE1/IFT140/PKD1/MAPK3/AHDC1/SCRIB/RFNG/SIX6/NKX2-1/SLIT1/HYAL2/C12orf57/LRP5/VANGL2/NOTCH1/SHANK3/FZD5/ROGDI/NECTIN1/MDK/ZFPM1/VPS51/MESP1/NOS3/CEBPB/FZD2/GAMT/RPL13A/FOXD1/MDFI/PITX2/PPP1R35/HOXB9/OVOL2/ITGB4/TLE2/NKX2-5/FGFR3/WNT10B/SMPD3/ADM/STC1/SDK2"
"GO:0005102","MF","GO:0005102","signaling receptor binding",181,-0.258528609065892,-1.95792189104778,0.000348711231619339,0.0303251194228964,0.0286310274382194,472,"tags=27%, list=15%, signal=24%","UNC93B1/ICAM5/NOTCH1/NR1H2/ARAP1/HLA-C/SHANK3/ZAP70/TSPAN4/CD72/ICAM3/CD151/AMH/NFATC4/LRP1/MDK/CD320/CLEC11A/GNA15/MST1/GNA11/NOL3/LTBP4/JAM3/IDUA/RGMA/ITGB7/FES/ADAMTS13/ISG15/TNXB/COL16A1/HOMER3/SH2B2/ITGB4/MIF/ERFE/WNT10B/METRN/TRAF1/TGFBR3L/HSPG2/ADM/IGFBP2/WNT8B/STC1/SEMA3B/IL32"
"GO:0000377","BP","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",84,0.279633159438138,2.02842124212845,0.000359952060700482,0.0305573588673231,0.0288502929854672,1667,"tags=81%, list=54%, signal=38%","PPIL3/CWC22/LARP7/PLRG1/LSM5/SNRPB2/SYNCRIP/RBM25/FRA10AC1/PRPF40A/RBMXL1/CDC40/SCAF11/DDX20/CDC5L/PPWD1/TIA1/PTBP2/NCBP2/AQR/SRSF10/RBM3/PAXBP1/LSM8/RBM4/GCFC2/PRPF4B/HNRNPA3/PNN/SETX/HNRNPH1/QKI/TGS1/DHX9/LUC7L3/NPM1/MTREX/METTL14/DDX1/PRPF38A/REST/SNRPD1/TRA2B/ZCCHC8/HNRNPR/SRSF3/NCBP1/HNRNPH3/RBMX/HNRNPA2B1/YTHDC1/SLU7/DDX46/TRA2A/SRPK1/PRPF3/DHX15/RBM17/RBM39/DDX39B/CLNS1A/WTAP/SF3A2/PTBP1/RNPS1/RBM14/ALYREF/CIRBP"
"GO:0000398","BP","GO:0000398","mRNA splicing, via spliceosome",84,0.279633159438138,2.02842124212845,0.000359952060700482,0.0305573588673231,0.0288502929854672,1667,"tags=81%, list=54%, signal=38%","PPIL3/CWC22/LARP7/PLRG1/LSM5/SNRPB2/SYNCRIP/RBM25/FRA10AC1/PRPF40A/RBMXL1/CDC40/SCAF11/DDX20/CDC5L/PPWD1/TIA1/PTBP2/NCBP2/AQR/SRSF10/RBM3/PAXBP1/LSM8/RBM4/GCFC2/PRPF4B/HNRNPA3/PNN/SETX/HNRNPH1/QKI/TGS1/DHX9/LUC7L3/NPM1/MTREX/METTL14/DDX1/PRPF38A/REST/SNRPD1/TRA2B/ZCCHC8/HNRNPR/SRSF3/NCBP1/HNRNPH3/RBMX/HNRNPA2B1/YTHDC1/SLU7/DDX46/TRA2A/SRPK1/PRPF3/DHX15/RBM17/RBM39/DDX39B/CLNS1A/WTAP/SF3A2/PTBP1/RNPS1/RBM14/ALYREF/CIRBP"
"GO:0005819","CC","GO:0005819","spindle",137,0.24243638355311,2.00113784185485,0.000374495578304542,0.0314179761045846,0.0296628324314037,1168,"tags=53%, list=38%, signal=35%","CENPE/KIF20B/BRCC3/CEP162/MZT1/KIF18A/RIF1/FAM161A/TAF1D/AUNIP/CDK1/HMMR/TTK/NEK7/DLGAP5/ECT2/CKAP2/STAG2/MBIP/MIS12/SKA1/NEDD1/HAUS1/CEP44/CHMP2B/ASPM/KBTBD8/KIF3A/TBL1XR1/IQCB1/CKAP2L/POC1B/KIF14/USP44/SMC3/TOPORS/CEP95/HAUS6/CCDC117/UBXN2B/LATS1/STAG1/CSPP1/ZW10/CDC7/SMC6/PKD2/KIFAP3/CENPF/CDC27/CHAMP1/TOPBP1/BUB1B/PPP2CA/ARL8B/KIF11/SKA2/EML4/RB1/CEP170/CDC42/ZWILCH/RAB11A/SGO1/NUSAP1/PTP4A1/NPM1/SKA3/CBX3/ZNF207/KIF4A/CEP295/CNTRL"
"GO:0030198","BP","GO:0030198","extracellular matrix organization",28,-0.481436617693093,-2.23531946244016,0.000406213984945222,0.0318319991938942,0.0300537264049698,455,"tags=64%, list=15%, signal=55%","ADAMTS17/MAD2L2/ERCC2/WASHC1/NFKB2/PBXIP1/NOTCH1/PAPLN/LRP1/LOXL1/ADAMTS13/TNXB/COL16A1/FSCN1/CST3/SMPD3/ADAMTS7/MMP25"
"GO:0043062","BP","GO:0043062","extracellular structure organization",28,-0.481436617693093,-2.23531946244016,0.000406213984945222,0.0318319991938942,0.0300537264049698,455,"tags=64%, list=15%, signal=55%","ADAMTS17/MAD2L2/ERCC2/WASHC1/NFKB2/PBXIP1/NOTCH1/PAPLN/LRP1/LOXL1/ADAMTS13/TNXB/COL16A1/FSCN1/CST3/SMPD3/ADAMTS7/MMP25"
"GO:0045229","BP","GO:0045229","external encapsulating structure organization",28,-0.481436617693093,-2.23531946244016,0.000406213984945222,0.0318319991938942,0.0300537264049698,455,"tags=64%, list=15%, signal=55%","ADAMTS17/MAD2L2/ERCC2/WASHC1/NFKB2/PBXIP1/NOTCH1/PAPLN/LRP1/LOXL1/ADAMTS13/TNXB/COL16A1/FSCN1/CST3/SMPD3/ADAMTS7/MMP25"
"GO:0010948","BP","GO:0010948","negative regulation of cell cycle process",89,0.288630706134883,2.15486581840993,0.000386856167737526,0.0318319991938942,0.0300537264049698,1561,"tags=76%, list=51%, signal=39%","GEN1/BRCA2/BRCC3/NABP1/MBTPS2/MTBP/NBN/MDM1/CDK1/DNA2/TTK/KNL1/NUF2/CDC73/BRIP1/RAD17/THOC1/NDC80/ABRAXAS1/TIPRL/CDC5L/MRE11/USP44/ATRX/UFL1/MDM2/CCP110/ZW10/PKD2/CENPF/WDR76/TOPBP1/CHEK1/BUB1B/RB1/CLSPN/ZWILCH/BARD1/MAP3K20/TAOK1/BLM/NPM1/USP47/ZNF207/ATR/ZNF655/RBBP8/SMARCA5/WAPL/EZH2/BUB1/ATF2/FEM1B/CDC6/PTPN11/DLG1/BRD7/ATM/TPR/NAE1/RBL2/BRCA1/PTEN/DTL/RAD21/SLFN11/DDX39B/KNTC1"
"GO:1903311","BP","GO:1903311","regulation of mRNA metabolic process",66,0.308617747782051,2.08505828322527,0.000389755804477093,0.0318319991938942,0.0300537264049698,1667,"tags=85%, list=54%, signal=40%","CWC22/LARP7/CDC73/SYNCRIP/RBM25/RBMXL1/CNOT6/DHX36/TIA1/BAG4/IREB2/CNOT7/NCBP2/RC3H1/SRSF10/RBM3/PNPT1/RBM4/TUT4/DCP2/QKI/DHX9/BARD1/EXOSC9/CNOT6L/CNOT2/NPM1/ROCK2/SLTM/PAPOLA/TARDBP/DIS3/METTL14/HNRNPD/REST/TRA2B/HNRNPR/SRSF3/NCBP1/RBMX/HNRNPA2B1/YTHDC1/ROCK1/TRA2A/SRPK1/MLH1/PUM2/RBM39/RC3H2/CLNS1A/WTAP/PTBP1/RNPS1/ALKBH5/UPF1/CIRBP"
"GO:0045786","BP","GO:0045786","negative regulation of cell cycle",104,0.259367171387037,2.03938087690407,0.000405543204357344,0.0318319991938942,0.0300537264049698,1561,"tags=74%, list=51%, signal=38%","GEN1/BRCA2/BRCC3/NABP1/MBTPS2/MTBP/NBN/THAP5/CDK6/MDM1/CDK1/DNA2/TTK/YTHDC2/KNL1/NUF2/CDC73/BRIP1/RAD17/THOC1/NDC80/BTG3/ABRAXAS1/FZD3/TIPRL/CDC5L/MRE11/SIRT1/USP44/ATRX/UFL1/MDM2/LATS1/CCP110/IPO7/ZW10/PKD2/CENPF/WDR76/TOPBP1/CHEK1/BUB1B/RB1/CLSPN/CASP3/ZWILCH/BARD1/MAP3K20/TAOK1/BLM/NPM1/USP47/ZNF207/ATR/ZNF655/RBBP8/SMARCA5/WAPL/EZH2/BUB1/ATF2/FEM1B/CDC6/PTPN11/DLG1/BRD7/ATM/TPR/NAE1/RBL2/BRCA1/PTEN/DTL/RAD21/SLFN11/DDX39B/KNTC1"
"GO:0007093","BP","GO:0007093","mitotic cell cycle checkpoint signaling",46,0.355584334976061,2.13373092544333,0.000438573342565584,0.0332365500003447,0.0313798129445497,1505,"tags=78%, list=49%, signal=41%","GEN1/BRCC3/NABP1/MBTPS2/NBN/CDK1/TTK/KNL1/NUF2/RAD17/NDC80/ABRAXAS1/MRE11/USP44/MDM2/ZW10/CENPF/TOPBP1/CHEK1/BUB1B/CLSPN/ZWILCH/BARD1/MAP3K20/TAOK1/BLM/ZNF207/RBBP8/BUB1/ATF2/CDC6/ATM/TPR/NAE1/BRCA1/DTL"
